RowId,customerID,gender,SeniorCitizen,Partner,Supplementary Line,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0743-HNPFGOne yearCredit card (automatic),0743-HNPFG,Female,0,Yes,,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,3562.5,No
5724-BIDBUOne yearElectronic check,5724-BIDBU,M,0,Yes,,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,2633.95,No
9972-EWRJSTwo yearBank transfer (automatic),9972-EWRJS,Female,0,Yes,,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.25,1372.9,No
8246-SHFGAMonth-to-monthCredit card (automatic),8246-SHFGA,M,0,No,,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Credit card (automatic),21.1,385.55,No
4629-NRXKXMonth-to-monthElectronic check,4629-NRXKX,female,0,Yes,,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,n,Electronic check,70.4,147.15,Yes
5035-BVCXSMonth-to-monthMailed check,5035-BVCXS,M,0,No,,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,No
1171-TYKURMonth-to-monthElectronic check,1171-TYKUR,M,0,Yes,,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Electronic check,25.4,1139.2,No
5405-ZMYXQMonth-to-monthCredit card (automatic),5405-ZMYXQ,Female,0,No,,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.6,548.9,No
9365-SRSZEMonth-to-monthElectronic check,9365-SRSZE,M,1,Yes,,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,1943.9,No
9436-ZBZCTMonth-to-monthElectronic check,9436-ZBZCT,M,0,No,,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.95,1178.4,Yes
0523-VNGTFMonth-to-monthElectronic check,0523-VNGTF,Female,1,No,,No,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5,2566.3,No
3946-JEWRQOne yearCredit card (automatic),3946-JEWRQ,Male,0,Yes,,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Y,Credit card (automatic),95.2,4563,No
7459-IMVYUMonth-to-monthElectronic check,7459-IMVYU,Male,0,No,,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,n,Electronic check,69.95,2657.55,No
3247-MHJKMMonth-to-monthMailed check,3247-MHJKM,m,0,No,,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,20.2,20.2,No
7967-HYCDEMonth-to-monthBank transfer (automatic),7967-HYCDE,m,0,No,,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,n,Bank transfer (automatic),70.7,553.4,No
8930-XOTDPMonth-to-monthMailed check,8930-XOTDP,Female,0,Yes,,Yes,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.95,1082.8,No
9828-AOQLMMonth-to-monthElectronic check,9828-AOQLM,Female,0,Yes,,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes
1170-SASMLMonth-to-monthBank transfer (automatic),1170-SASML,Female,0,Yes,,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,No
4897-QSUYCMonth-to-monthMailed check,4897-QSUYC,Female,0,No,,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,20.15,Yes
2955-BJZHGMonth-to-monthElectronic check,2955-BJZHG,m,0,Yes,,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,n,Electronic check,80.85,1400.85,Yes
4753-PADASOne yearBank transfer (automatic),4753-PADAS,Female,0,Yes,,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,No
6368-NWMCEMonth-to-monthCredit card (automatic),6368-NWMCE,Female,0,No,,No,38,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,n,Credit card (automatic),68.15,2656.3,No
1657-DYMBMTwo yearCredit card (automatic),1657-DYMBM,m,0,Yes,,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Credit card (automatic),19.9,1110.05,No
6844-DZKRFMonth-to-monthCredit card (automatic),6844-DZKRF,m,0,No,,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25,No
4365-MSDYNMonth-to-monthBank transfer (automatic),4365-MSDYN,m,0,Yes,,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,No
6502-KUGLLMonth-to-monthBank transfer (automatic),6502-KUGLL,Female,0,Yes,,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,n,Bank transfer (automatic),59.45,780.85,No
6705-LXORMMonth-to-monthElectronic check,6705-LXORM,Female,1,Yes,,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,n,Electronic check,70.05,302.6,No
4529-CKBCLMonth-to-monthElectronic check,4529-CKBCL,Female,0,No,,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,Yes
6806-YDEULMonth-to-monthBank transfer (automatic),6806-YDEUL,Female,1,No,,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Bank transfer (automatic),19.5,106.8,No
4706-DGAHWMonth-to-monthElectronic check,4706-DGAHW,Male,1,No,,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,n,Electronic check,45.2,45.2,No
2884-GBPFBMonth-to-monthElectronic check,2884-GBPFB,Female,0,Yes,,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,2416.55,Yes
9822-OAOVBMonth-to-monthElectronic check,9822-OAOVB,Female,0,No,,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45,55.45,No
1254-IZEYFMonth-to-monthElectronic check,1254-IZEYF,Female,1,No,,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,3186.65,Yes
9135-MGVPYTwo yearMailed check,9135-MGVPY,male,0,Yes,,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Y,Mailed check,84.7,5878.9,No
9588-OZDMQMonth-to-monthElectronic check,9588-OZDMQ,Female,0,Yes,,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45,89.75,No
7734-DBOAIMonth-to-monthElectronic check,7734-DBOAI,Female,0,Yes,,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,n,Electronic check,40.1,40.1,Yes
3336-JORSOMonth-to-monthElectronic check,3336-JORSO,Female,1,No,,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.45,3655.45,Yes
7878-RTCZGMonth-to-monthMailed check,7878-RTCZG,Female,0,No,,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,No
8111-BKVDSMonth-to-monthBank transfer (automatic),8111-BKVDS,Female,0,No,,No,10,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,n,Bank transfer (automatic),40.7,449.3,No
1194-SPVSPMonth-to-monthBank transfer (automatic),1194-SPVSP,Male,0,No,,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Bank transfer (automatic),19.65,19.65,No
2408-WITXKMonth-to-monthElectronic check,2408-WITXK,Female,1,No,,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,329.8,Yes
4536-PLEQYMonth-to-monthCredit card (automatic),4536-PLEQY,male,0,Yes,,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,No
3763-GCZHZOne yearElectronic check,3763-GCZHZ,Male,0,Yes,,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.05,6890,Yes
4518-FZBSXOne yearMailed check,4518-FZBSX,Male,0,Yes,,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Mailed check,20.25,854.9,No
5387-ASZNZOne yearCredit card (automatic),5387-ASZNZ,Female,1,No,,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.85,4174.35,No
2265-CYWIVMonth-to-monthElectronic check,2265-CYWIV,Female,1,Yes,,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.6,347.65,Yes
8974-OVACPMonth-to-monthMailed check,8974-OVACP,Female,0,No,,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,20.15,20.15,No
2277-DJJDLMonth-to-monthElectronic check,2277-DJJDL,Male,1,Yes,,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99,6017.9,No
9512-PHSMGMonth-to-monthMailed check,9512-PHSMG,Female,0,Yes,,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,252.75,No
4550-VBOFEMonth-to-monthElectronic check,4550-VBOFE,Male,1,Yes,,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.95,7101.5,Yes
7780-OTDSOMonth-to-monthElectronic check,7780-OTDSO,Male,0,Yes,,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,Yes
5312-IRCFROne yearElectronic check,5312-IRCFR,Female,0,Yes,,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.85,5980.75,No
4526-EXKKNTwo yearMailed check,4526-EXKKN,Male,0,No,,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.6,973.95,No
5815-HGGHVOne yearMailed check,5815-HGGHV,Male,0,Yes,,No,20,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.15,1274.45,No
9112-WSNPUMonth-to-monthElectronic check,9112-WSNPU,Female,1,No,,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.55,2419,No
9163-GHAYEMonth-to-monthElectronic check,9163-GHAYE,Female,0,No,,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,n,Electronic check,48.85,736.8,No
9685-WKZGTMonth-to-monthElectronic check,9685-WKZGT,Male,1,No,,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,Yes
6377-KSLXCMonth-to-monthMailed check,6377-KSLXC,Male,0,No,,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,19.95,107.05,No
9256-JTBNZMonth-to-monthBank transfer (automatic),9256-JTBNZ,Female,0,No,,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Bank transfer (automatic),20.3,246.3,No
4526-RMTLLTwo yearCredit card (automatic),4526-RMTLL,Male,0,Yes,,Yes,8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),76.15,645.8,No
9931-DCEZHOne yearCredit card (automatic),9931-DCEZH,Male,0,No,,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,No
1898-JSNDCOne yearCredit card (automatic),1898-JSNDC,Female,0,No,,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,No
5307-DZCVCMonth-to-monthCredit card (automatic),5307-DZCVC,Female,1,Yes,,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes
0496-AHOOKOne yearBank transfer (automatic),0496-AHOOK,Male,0,Yes,,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,n,Bank transfer (automatic),74.4,1712.9,No
4236-XPXAVMonth-to-monthMailed check,4236-XPXAV,Female,0,Yes,,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes
6772-WFQRDOne yearBank transfer (automatic),6772-WFQRD,Male,0,No,,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,No
2242-MFOTGOne yearBank transfer (automatic),2242-MFOTG,Male,0,No,,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,n,Bank transfer (automatic),80.1,2603.3,No
3890-RTCMSMonth-to-monthMailed check,3890-RTCMS,male,0,No,,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799,No
4282-MSACWOne yearCredit card (automatic),4282-MSACW,male,0,No,,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,No
7657-DYEPJOne yearCredit card (automatic),7657-DYEPJ,male,1,No,,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2497.35,Yes
6961-VCPMCMonth-to-monthElectronic check,6961-VCPMC,male,1,Yes,,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.4,3605.2,Yes
4573-JKNAETwo yearBank transfer (automatic),4573-JKNAE,male,0,No,,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Bank transfer (automatic),19.35,212.3,No
6015-VVHHEMonth-to-monthCredit card (automatic),6015-VVHHE,Female,1,No,,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,446.05,Yes
9799-CAYJJMonth-to-monthElectronic check,9799-CAYJJ,Female,1,Yes,,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,153.8,No
6999-CHVCFTwo yearBank transfer (automatic),6999-CHVCF,male,0,No,,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.1,7149.35,No
9552-TGUZVMonth-to-monthMailed check,9552-TGUZV,male,0,Yes,,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75,658.1,No
6128-CZOMYMonth-to-monthElectronic check,6128-CZOMY,Female,0,No,,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes
2580-ATZSQOne yearBank transfer (automatic),2580-ATZSQ,Female,0,Yes,,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),61.35,3874.1,No
6823-SIDFQOne yearCredit card (automatic),6823-SIDFQ,male,0,No,,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Credit card (automatic),18.25,534.7,No
8812-ZRHFPOne yearElectronic check,8812-ZRHFP,f,0,Yes,,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,n,Electronic check,86.45,2538.05,No
1396-QWFBJMonth-to-monthBank transfer (automatic),1396-QWFBJ,Female,0,Yes,,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7,Yes
2898-LSJGDOne yearElectronic check,2898-LSJGD,Female,0,Yes,,Yes,21,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,55.95,1157.05,Yes
3926-YZVVXOne yearBank transfer (automatic),3926-YZVVX,Female,0,No,,No,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),50.05,2029.05,No
4032-RMHCIOne yearCredit card (automatic),4032-RMHCI,Female,0,Yes,,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,n,Credit card (automatic),35.4,1412.4,No
1093-YSWCATwo yearCredit card (automatic),1093-YSWCA,male,0,No,,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Credit card (automatic),19.55,223.15,No
4700-UBQMVOne yearBank transfer (automatic),4700-UBQMV,Male,0,Yes,,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,No
3329-WDIOKMonth-to-monthElectronic check,3329-WDIOK,Female,0,No,,No,3,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,155.35,Yes
0916-QOFDPMonth-to-monthElectronic check,0916-QOFDP,Female,1,Yes,,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,1346.3,No
8221-EQDGLMonth-to-monthMailed check,8221-EQDGL,Male,0,Yes,,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61,2130.45,No
3345-PBBFHMonth-to-monthBank transfer (automatic),3345-PBBFH,male,0,Yes,,No,8,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,yes,Bank transfer (automatic),49.55,393.45,No
0746-JTRFUMonth-to-monthElectronic check,0746-JTRFU,male,0,No,,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,yes,Electronic check,25.05,56.35,Yes
4632-XJMEXOne yearCredit card (automatic),4632-XJMEX,male,0,No,,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,n,Credit card (automatic),62.85,3419.5,No
9821-POOTNMonth-to-monthElectronic check,9821-POOTN,male,0,Yes,,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,yes,Electronic check,75.2,2576.2,Yes
1685-VAYJFMonth-to-monthCredit card (automatic),1685-VAYJF,male,0,No,,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,n,Credit card (automatic),45.2,492,No
8874-EJNSRTwo yearMailed check,8874-EJNSR,male,0,Yes,,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,25.2,987.95,No
2428-ZMCTBMonth-to-monthCredit card (automatic),2428-ZMCTB,male,0,No,,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Credit card (automatic),19.75,208.25,No
4088-YLDSUOne yearElectronic check,4088-YLDSU,male,0,Yes,,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,yes,Electronic check,104.15,5743.05,Yes
2683-BPJSOMonth-to-monthElectronic check,2683-BPJSO,male,0,Yes,,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,yes,Electronic check,84.45,2467.1,Yes
2931-SVLTVMonth-to-monthCredit card (automatic),2931-SVLTV,male,0,Yes,,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,yes,Credit card (automatic),110.1,4469.1,No
7103-ZGVNTOne yearCredit card (automatic),7103-ZGVNT,f,0,Yes,,Yes,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,n,Credit card (automatic),73.7,4885.85,No
7285-KLOTROne yearElectronic check,7285-KLOTR,f,0,Yes,,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,n,Electronic check,78.85,876.75,No
7663-YJHSNTwo yearBank transfer (automatic),7663-YJHSN,Female,0,Yes,,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,7556.9,No
8652-YHIYUOne yearCredit card (automatic),8652-YHIYU,Female,0,No,,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.5,1264.2,No
3891-NLXJBTwo yearMailed check,3891-NLXJB,male,0,No,,No,37,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,40.55,1390.85,No
6161-UUUTAMonth-to-monthElectronic check,6161-UUUTA,male,1,No,,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Yes
8280-MQRQNMonth-to-monthMailed check,8280-MQRQN,Female,0,No,,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,Yes
4603-JANFBMonth-to-monthElectronic check,4603-JANFB,male,0,No,,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes
3873-WOSBCTwo yearCredit card (automatic),3873-WOSBC,male,0,Yes,,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Credit card (automatic),25.6,1784.9,No
7876-AEHIGOne yearBank transfer (automatic),7876-AEHIG,f,0,No,,Yes,51,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,n,Bank transfer (automatic),60.15,3077,No
8259-DZLIZOne yearBank transfer (automatic),8259-DZLIZ,Female,0,Yes,,Yes,64,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),53.85,3399.85,No
8570-KLJYJOne yearMailed check,8570-KLJYJ,f,0,No,,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,n,Mailed check,54.45,1893.5,No
7569-NMZYQTwo yearBank transfer (automatic),7569-NMZYQ,Female,0,Yes,,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8672.45,No
8849-GYOKROne yearBank transfer (automatic),8849-GYOKR,f,0,Yes,,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,n,Bank transfer (automatic),106.55,5763.3,Yes
4290-BSXUXMonth-to-monthBank transfer (automatic),4290-BSXUX,male,0,Yes,,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Yes
1820-DJFPHTwo yearBank transfer (automatic),1820-DJFPH,Female,0,Yes,,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1709.15,No
1853-UDXBWMonth-to-monthElectronic check,1853-UDXBW,male,0,Yes,,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70,70,Yes
4530-NDRKUOne yearElectronic check,4530-NDRKU,Female,0,Yes,,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.05,761.85,No
6305-YLBMMOne yearBank transfer (automatic),6305-YLBMM,Male,0,No,,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,7262,Yes
